row_id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
508362,36,management,single,tertiary,no,0,yes,no,unknown,3,jun,174,1,-1,0,unknown,no
508363,31,blue-collar,married,secondary,no,-446,no,no,unknown,3,jun,180,1,-1,0,unknown,no
508364,39,blue-collar,single,secondary,no,277,yes,no,unknown,3,jun,20,8,-1,0,unknown,no
508365,38,blue-collar,married,secondary,no,648,yes,no,unknown,3,jun,179,1,-1,0,unknown,no
508366,49,admin.,single,secondary,no,-1193,yes,yes,unknown,3,jun,73,1,-1,0,unknown,no
508367,58,management,married,tertiary,no,107,yes,no,unknown,3,jun,55,1,-1,0,unknown,no
508368,28,services,married,secondary,no,468,yes,yes,unknown,3,jun,222,1,-1,0,unknown,no
508369,43,blue-collar,married,primary,no,-872,yes,yes,unknown,3,jun,267,1,-1,0,unknown,no
508370,55,services,married,secondary,no,1695,yes,no,unknown,3,jun,69,2,-1,0,unknown,no
508371,31,technician,married,secondary,no,-292,yes,yes,unknown,3,jun,186,1,-1,0,unknown,no
508372,52,blue-collar,divorced,primary,no,196,yes,yes,unknown,3,jun,63,1,-1,0,unknown,no
508373,35,technician,single,tertiary,no,914,no,no,unknown,3,jun,166,1,-1,0,unknown,no
508374,41,admin.,single,secondary,no,734,yes,no,unknown,3,jun,332,3,-1,0,unknown,no
508375,25,admin.,single,secondary,no,120,yes,no,unknown,3,jun,542,1,-1,0,unknown,no
508376,37,management,married,tertiary,no,1125,yes,no,unknown,3,jun,301,1,-1,0,unknown,no
508377,31,technician,single,tertiary,no,1166,yes,no,unknown,3,jun,207,1,-1,0,unknown,no
508378,34,blue-collar,single,secondary,no,13683,yes,no,unknown,3,jun,115,3,-1,0,unknown,no
508379,32,services,married,secondary,yes,-790,yes,no,unknown,3,jun,159,1,-1,0,unknown,no
508380,46,technician,married,secondary,no,231,yes,no,unknown,3,jun,117,1,-1,0,unknown,no
508381,30,admin.,single,secondary,no,3809,yes,no,unknown,3,jun,159,4,-1,0,unknown,no
508382,42,management,married,tertiary,no,255,yes,yes,unknown,3,jun,238,2,-1,0,unknown,no
508383,33,services,married,secondary,no,34,yes,yes,unknown,3,jun,161,1,-1,0,unknown,no
508384,32,technician,single,secondary,no,1279,yes,no,unknown,3,jun,1173,3,-1,0,unknown,yes
508385,38,management,married,tertiary,yes,-562,yes,no,unknown,3,jun,206,1,-1,0,unknown,no
508386,30,admin.,married,secondary,yes,-938,yes,no,unknown,3,jun,438,1,-1,0,unknown,no
508387,29,technician,single,tertiary,no,2893,yes,no,unknown,3,jun,250,1,-1,0,unknown,no
508388,43,blue-collar,married,primary,no,-120,yes,no,unknown,3,jun,46,1,-1,0,unknown,no
508389,41,blue-collar,married,secondary,no,-256,yes,no,unknown,3,jun,147,2,-1,0,unknown,no
508390,30,unemployed,single,secondary,no,-306,yes,no,unknown,3,jun,275,1,-1,0,unknown,no
508391,42,technician,single,unknown,no,344,yes,no,unknown,3,jun,26,7,-1,0,unknown,no
508392,37,technician,divorced,secondary,no,1772,no,no,unknown,3,jun,202,1,-1,0,unknown,no
508393,31,unemployed,married,secondary,no,86,yes,yes,unknown,3,jun,963,2,-1,0,unknown,yes
508394,26,services,single,secondary,no,92,yes,no,unknown,3,jun,50,4,-1,0,unknown,no
508395,25,blue-collar,single,secondary,no,2096,yes,no,unknown,3,jun,236,2,-1,0,unknown,no
508396,51,management,married,tertiary,no,1355,yes,no,unknown,3,jun,272,1,-1,0,unknown,no
508397,30,technician,married,secondary,no,418,yes,no,unknown,3,jun,112,1,-1,0,unknown,no
508398,30,admin.,married,secondary,no,457,yes,no,unknown,3,jun,384,5,-1,0,unknown,no
508399,28,admin.,single,secondary,no,1323,yes,no,unknown,3,jun,361,1,-1,0,unknown,no
508400,27,management,single,tertiary,no,450,yes,no,unknown,3,jun,49,1,-1,0,unknown,no
508401,26,admin.,single,secondary,no,317,yes,no,unknown,3,jun,953,1,-1,0,unknown,no
508402,54,blue-collar,divorced,unknown,no,1545,yes,no,unknown,3,jun,148,2,-1,0,unknown,no
508403,25,blue-collar,married,primary,yes,-589,yes,no,unknown,3,jun,233,1,-1,0,unknown,no
508404,26,technician,single,secondary,no,3070,yes,no,unknown,3,jun,409,1,-1,0,unknown,no
508405,27,blue-collar,single,secondary,no,446,yes,no,unknown,3,jun,194,1,-1,0,unknown,no
508406,29,blue-collar,married,secondary,no,-475,yes,no,unknown,3,jun,538,2,-1,0,unknown,no
508407,21,unemployed,married,secondary,no,2062,yes,no,unknown,3,jun,103,1,-1,0,unknown,no
508408,25,admin.,single,tertiary,no,407,yes,no,unknown,3,jun,579,1,-1,0,unknown,no
508409,44,services,married,secondary,no,646,yes,no,unknown,3,jun,183,4,-1,0,unknown,no
508410,35,admin.,single,secondary,no,182,yes,no,unknown,3,jun,117,1,-1,0,unknown,no
508411,28,blue-collar,married,secondary,no,0,yes,yes,unknown,3,jun,210,1,-1,0,unknown,no
508412,42,technician,married,secondary,no,-129,yes,no,unknown,3,jun,175,1,-1,0,unknown,no
508413,29,technician,married,primary,no,1761,yes,no,unknown,3,jun,186,1,-1,0,unknown,no
508414,30,services,married,secondary,no,227,no,yes,unknown,3,jun,23,1,-1,0,unknown,no
508415,43,technician,married,secondary,no,463,no,no,unknown,3,jun,268,1,-1,0,unknown,no
508416,54,management,single,tertiary,no,0,yes,no,unknown,3,jun,68,1,-1,0,unknown,no
508417,41,blue-collar,single,secondary,no,948,yes,no,unknown,3,jun,157,1,-1,0,unknown,no
508418,36,housemaid,married,primary,no,191,yes,no,unknown,3,jun,132,1,-1,0,unknown,no
508419,42,blue-collar,married,primary,no,187,yes,no,unknown,3,jun,43,1,-1,0,unknown,no
508420,42,services,married,secondary,no,3689,yes,no,unknown,3,jun,363,1,-1,0,unknown,no
508421,36,technician,single,tertiary,no,743,yes,no,unknown,3,jun,517,1,-1,0,unknown,no
508422,52,management,married,tertiary,no,575,no,no,unknown,3,jun,315,1,-1,0,unknown,no
508423,40,blue-collar,married,secondary,no,-605,yes,yes,unknown,3,jun,143,1,-1,0,unknown,no
508424,39,unemployed,married,secondary,no,0,yes,no,unknown,3,jun,73,1,-1,0,unknown,no
508425,49,blue-collar,married,primary,no,2068,yes,no,unknown,3,jun,45,1,-1,0,unknown,no
508426,41,self-employed,married,secondary,no,2812,yes,no,unknown,3,jun,447,1,-1,0,unknown,no
508427,48,technician,divorced,secondary,no,-154,no,no,unknown,3,jun,342,3,-1,0,unknown,no
508428,50,management,married,tertiary,no,1854,yes,yes,unknown,3,jun,119,2,-1,0,unknown,no
508429,44,admin.,divorced,secondary,no,776,yes,no,unknown,3,jun,150,1,-1,0,unknown,no
508430,45,technician,married,secondary,no,4466,yes,no,unknown,3,jun,110,1,-1,0,unknown,no
508431,49,management,divorced,tertiary,no,9326,yes,no,unknown,3,jun,166,1,-1,0,unknown,no
508432,34,admin.,married,secondary,no,220,yes,no,unknown,3,jun,65,13,-1,0,unknown,no
508433,46,blue-collar,married,primary,no,596,yes,no,unknown,3,jun,404,13,-1,0,unknown,no
508434,38,technician,single,secondary,no,12926,yes,no,unknown,3,jun,280,1,-1,0,unknown,no
508435,48,services,married,secondary,no,2877,yes,no,unknown,3,jun,157,1,-1,0,unknown,no
508436,47,blue-collar,married,primary,no,-127,yes,no,unknown,3,jun,170,3,-1,0,unknown,no
508437,58,retired,married,secondary,no,3909,yes,no,unknown,3,jun,80,1,-1,0,unknown,no
508438,45,blue-collar,married,secondary,no,784,yes,yes,unknown,3,jun,34,1,-1,0,unknown,no
508439,38,management,married,tertiary,no,1221,yes,no,unknown,3,jun,258,1,-1,0,unknown,no
508440,37,management,single,tertiary,no,1449,no,no,unknown,3,jun,291,1,-1,0,unknown,no
508441,37,blue-collar,married,primary,no,1534,yes,no,unknown,3,jun,126,4,-1,0,unknown,no
508442,37,self-employed,married,tertiary,no,1510,yes,no,unknown,3,jun,88,2,-1,0,unknown,no
508443,40,self-employed,married,secondary,yes,-754,yes,yes,unknown,3,jun,941,3,-1,0,unknown,yes
508444,23,services,married,secondary,no,1309,yes,no,unknown,3,jun,349,2,-1,0,unknown,no
508445,38,blue-collar,married,secondary,no,205,yes,no,unknown,3,jun,170,1,-1,0,unknown,no
508446,43,entrepreneur,married,secondary,no,3862,yes,no,unknown,3,jun,102,1,-1,0,unknown,no
508447,55,admin.,divorced,secondary,no,873,yes,yes,unknown,3,jun,131,1,-1,0,unknown,no
508448,53,blue-collar,married,primary,no,358,yes,no,unknown,3,jun,384,1,-1,0,unknown,no
508449,42,entrepreneur,married,secondary,no,2869,yes,no,unknown,3,jun,440,1,-1,0,unknown,no
508450,48,management,divorced,tertiary,no,1669,yes,no,unknown,3,jun,143,1,-1,0,unknown,no
508451,36,blue-collar,married,secondary,no,13,no,no,unknown,3,jun,284,1,-1,0,unknown,no
508452,45,retired,married,primary,no,0,no,no,unknown,3,jun,290,1,-1,0,unknown,no
508453,28,entrepreneur,single,secondary,no,1734,yes,no,unknown,3,jun,161,3,-1,0,unknown,no
508454,37,management,married,tertiary,no,0,yes,no,unknown,3,jun,247,13,-1,0,unknown,no
508455,40,retired,single,secondary,no,1734,yes,no,unknown,3,jun,123,4,-1,0,unknown,no
508456,44,blue-collar,married,secondary,no,3813,yes,no,unknown,3,jun,771,1,-1,0,unknown,no
508457,44,technician,married,secondary,no,497,yes,no,unknown,3,jun,103,2,-1,0,unknown,no
508458,38,services,married,secondary,no,823,yes,no,unknown,3,jun,132,5,-1,0,unknown,no
508459,38,blue-collar,married,secondary,no,769,yes,no,unknown,3,jun,235,1,-1,0,unknown,no
508460,43,entrepreneur,married,secondary,no,0,no,no,unknown,3,jun,1025,7,-1,0,unknown,yes
508461,37,blue-collar,married,secondary,no,67,no,no,unknown,3,jun,45,2,-1,0,unknown,no
508462,37,blue-collar,married,secondary,yes,-399,yes,yes,unknown,3,jun,21,3,-1,0,unknown,no
508463,58,services,married,primary,no,943,yes,no,unknown,3,jun,243,3,-1,0,unknown,no
508464,40,self-employed,married,primary,no,435,yes,yes,unknown,3,jun,131,5,-1,0,unknown,no
508465,35,blue-collar,married,secondary,no,412,yes,no,unknown,3,jun,316,1,-1,0,unknown,no
508466,26,management,single,tertiary,no,-630,yes,yes,unknown,3,jun,192,2,-1,0,unknown,no
508467,34,blue-collar,single,unknown,no,6141,yes,no,unknown,3,jun,145,1,-1,0,unknown,no
508468,46,blue-collar,married,secondary,no,572,yes,no,unknown,3,jun,288,2,-1,0,unknown,no
508469,37,blue-collar,married,primary,no,907,yes,no,unknown,3,jun,23,1,-1,0,unknown,no
508470,24,blue-collar,married,secondary,no,1073,yes,no,unknown,3,jun,569,2,-1,0,unknown,no
508471,33,services,married,secondary,no,334,yes,no,unknown,3,jun,23,1,-1,0,unknown,no
508472,32,technician,single,secondary,no,471,yes,no,unknown,3,jun,379,2,-1,0,unknown,no
508473,36,blue-collar,married,secondary,no,16402,yes,no,unknown,3,jun,406,3,-1,0,unknown,no
508474,48,services,divorced,secondary,no,4408,yes,no,unknown,3,jun,106,6,-1,0,unknown,no
508475,57,retired,married,secondary,no,519,yes,no,unknown,3,jun,393,3,-1,0,unknown,no
508476,39,unemployed,married,secondary,no,270,yes,no,unknown,3,jun,116,1,-1,0,unknown,no
508477,31,blue-collar,married,primary,no,746,yes,yes,unknown,3,jun,25,1,-1,0,unknown,no
508478,35,services,divorced,secondary,no,-269,yes,no,unknown,3,jun,118,2,-1,0,unknown,no
508479,30,management,single,tertiary,no,218,no,no,unknown,3,jun,75,1,-1,0,unknown,no
508480,32,management,single,tertiary,no,12686,yes,no,unknown,3,jun,54,1,-1,0,unknown,no
508481,39,blue-collar,married,primary,no,572,yes,yes,unknown,3,jun,235,1,-1,0,unknown,no
508482,38,technician,married,secondary,no,27,yes,no,unknown,3,jun,404,4,-1,0,unknown,no
508483,37,services,married,secondary,no,0,yes,no,unknown,3,jun,126,1,-1,0,unknown,no
508484,30,admin.,married,secondary,no,-366,yes,yes,unknown,3,jun,102,1,-1,0,unknown,no
508485,35,management,single,tertiary,no,4788,yes,no,unknown,3,jun,227,1,-1,0,unknown,no
508486,49,blue-collar,married,secondary,no,-581,yes,no,unknown,3,jun,123,5,-1,0,unknown,no
508487,30,blue-collar,married,primary,no,346,yes,no,unknown,3,jun,135,1,-1,0,unknown,no
508488,23,blue-collar,single,secondary,no,1311,yes,no,unknown,3,jun,100,3,-1,0,unknown,no
508489,32,admin.,single,secondary,no,725,yes,no,unknown,3,jun,303,1,-1,0,unknown,no
508490,27,management,single,secondary,no,178,yes,no,unknown,3,jun,732,2,-1,0,unknown,yes
508491,30,management,single,tertiary,no,2186,yes,no,unknown,3,jun,366,1,-1,0,unknown,no
508492,32,management,single,tertiary,no,974,yes,no,unknown,3,jun,228,1,-1,0,unknown,no
508493,31,admin.,single,secondary,no,1588,yes,no,unknown,3,jun,14,1,-1,0,unknown,no
508494,32,services,married,secondary,no,1464,yes,no,unknown,3,jun,193,1,-1,0,unknown,no
508495,32,blue-collar,married,secondary,no,931,yes,no,unknown,3,jun,409,1,-1,0,unknown,no
508496,30,management,single,tertiary,no,149,yes,no,unknown,3,jun,220,2,-1,0,unknown,no
508497,35,blue-collar,married,secondary,no,11,no,no,unknown,3,jun,32,3,-1,0,unknown,no
508498,37,technician,single,secondary,no,466,yes,no,unknown,3,jun,231,2,-1,0,unknown,no
508499,30,management,single,tertiary,no,234,yes,no,unknown,3,jun,242,2,-1,0,unknown,no
508500,46,blue-collar,married,secondary,no,243,yes,no,unknown,3,jun,310,4,-1,0,unknown,no
508501,32,management,divorced,secondary,no,-107,yes,no,unknown,3,jun,216,2,-1,0,unknown,no
508502,34,management,single,tertiary,no,618,yes,no,unknown,3,jun,119,4,-1,0,unknown,no
508503,33,services,single,secondary,no,6531,yes,no,unknown,3,jun,495,3,-1,0,unknown,no
508504,59,management,married,tertiary,no,202,yes,no,unknown,3,jun,128,6,-1,0,unknown,no
508505,30,services,married,secondary,no,0,yes,yes,unknown,3,jun,185,1,-1,0,unknown,no
508506,31,admin.,single,secondary,no,527,yes,no,unknown,3,jun,722,2,-1,0,unknown,no
508507,40,blue-collar,married,primary,no,1698,yes,yes,unknown,3,jun,240,5,-1,0,unknown,no
508508,31,admin.,single,secondary,no,2104,yes,no,unknown,3,jun,455,1,-1,0,unknown,no
508509,31,technician,married,tertiary,yes,859,yes,no,unknown,3,jun,138,2,-1,0,unknown,no
508510,33,technician,married,secondary,no,1021,yes,no,unknown,3,jun,361,3,-1,0,unknown,no
508511,27,admin.,single,secondary,no,691,yes,no,unknown,3,jun,418,2,-1,0,unknown,no
508512,31,admin.,single,primary,no,-263,yes,no,unknown,3,jun,208,1,-1,0,unknown,no
508513,29,services,single,secondary,no,498,yes,no,unknown,3,jun,177,26,-1,0,unknown,no
508514,44,admin.,married,tertiary,no,1588,yes,no,unknown,3,jun,84,15,-1,0,unknown,no
508515,36,blue-collar,single,secondary,no,35,yes,no,unknown,3,jun,435,3,-1,0,unknown,no
508516,37,management,married,secondary,no,341,no,no,unknown,3,jun,120,2,-1,0,unknown,no
508517,24,admin.,single,secondary,no,66,yes,no,unknown,3,jun,825,1,-1,0,unknown,no
508518,51,self-employed,divorced,secondary,no,1291,yes,no,unknown,3,jun,51,2,-1,0,unknown,no
508519,32,blue-collar,married,secondary,no,1780,yes,yes,unknown,3,jun,238,6,-1,0,unknown,no
508520,36,technician,divorced,tertiary,no,1762,yes,no,unknown,3,jun,259,1,-1,0,unknown,no
508521,30,services,divorced,secondary,no,167,yes,no,unknown,3,jun,237,2,-1,0,unknown,no
508522,47,admin.,married,secondary,no,0,no,no,unknown,3,jun,110,2,-1,0,unknown,no
508523,37,services,single,secondary,no,278,yes,no,unknown,3,jun,1045,3,-1,0,unknown,yes
508524,27,blue-collar,married,secondary,no,818,yes,no,unknown,3,jun,188,5,-1,0,unknown,no
508525,32,admin.,married,secondary,no,277,yes,no,unknown,3,jun,231,12,-1,0,unknown,no
508526,47,management,divorced,tertiary,no,-478,yes,no,unknown,3,jun,27,6,-1,0,unknown,no
508527,45,blue-collar,married,secondary,no,-221,yes,yes,unknown,3,jun,170,1,-1,0,unknown,no
508528,28,blue-collar,married,secondary,no,269,yes,no,unknown,3,jun,615,1,-1,0,unknown,no
508529,53,entrepreneur,divorced,unknown,no,4736,yes,no,unknown,3,jun,676,5,-1,0,unknown,no
508530,45,management,married,tertiary,no,1373,yes,no,unknown,3,jun,192,4,-1,0,unknown,no
508531,33,management,married,tertiary,no,3456,yes,no,unknown,3,jun,258,2,-1,0,unknown,no
508532,41,blue-collar,divorced,secondary,no,47,yes,no,unknown,3,jun,85,1,-1,0,unknown,no
508533,28,blue-collar,married,secondary,no,217,yes,no,unknown,3,jun,860,1,-1,0,unknown,no
508534,35,technician,married,tertiary,no,2188,yes,no,unknown,3,jun,680,2,-1,0,unknown,no
508535,47,management,divorced,tertiary,no,17964,yes,no,unknown,3,jun,165,2,-1,0,unknown,no
508536,27,services,single,secondary,no,3110,yes,no,unknown,3,jun,356,2,-1,0,unknown,no
508537,30,blue-collar,single,secondary,no,855,yes,no,unknown,3,jun,235,2,-1,0,unknown,no
508538,40,management,single,tertiary,no,1820,yes,yes,unknown,3,jun,173,3,-1,0,unknown,no
508539,34,blue-collar,single,secondary,no,-42,yes,yes,unknown,3,jun,294,2,-1,0,unknown,no
508540,39,self-employed,single,tertiary,no,1132,yes,no,unknown,3,jun,216,1,-1,0,unknown,no
508541,26,services,single,secondary,no,76,yes,no,unknown,3,jun,177,1,-1,0,unknown,no
508542,27,entrepreneur,single,tertiary,no,512,yes,yes,unknown,3,jun,220,1,-1,0,unknown,no
508543,45,blue-collar,married,secondary,no,7858,yes,no,unknown,3,jun,641,2,-1,0,unknown,no
508544,43,entrepreneur,married,tertiary,no,2589,no,no,unknown,3,jun,38,3,-1,0,unknown,no
508545,34,management,single,tertiary,no,340,yes,no,unknown,3,jun,633,28,-1,0,unknown,no
508546,30,entrepreneur,single,tertiary,no,-63,yes,no,unknown,3,jun,94,1,-1,0,unknown,no
508547,45,blue-collar,married,primary,no,147,yes,no,unknown,3,jun,478,2,-1,0,unknown,no
508548,43,admin.,married,secondary,no,429,yes,yes,unknown,3,jun,35,32,-1,0,unknown,no
508549,48,services,single,secondary,no,3778,yes,no,unknown,3,jun,46,6,-1,0,unknown,no
508550,25,technician,single,secondary,no,-80,yes,yes,unknown,3,jun,89,1,-1,0,unknown,no
508551,35,blue-collar,married,unknown,no,56,yes,no,unknown,3,jun,130,1,-1,0,unknown,no
508552,29,housemaid,married,secondary,no,243,yes,no,unknown,3,jun,35,1,-1,0,unknown,no
508553,38,services,married,primary,no,-93,yes,no,unknown,3,jun,263,1,-1,0,unknown,no
508554,39,blue-collar,married,secondary,no,203,yes,no,unknown,3,jun,143,1,-1,0,unknown,no
508555,24,blue-collar,single,unknown,no,431,yes,no,unknown,3,jun,108,12,-1,0,unknown,no
508556,43,technician,single,tertiary,no,27733,yes,no,unknown,3,jun,164,7,-1,0,unknown,no
508557,28,services,single,secondary,no,3575,yes,no,unknown,3,jun,245,1,-1,0,unknown,no
508558,35,services,single,secondary,no,-437,yes,no,unknown,3,jun,43,5,-1,0,unknown,no
508559,31,services,single,secondary,no,124,yes,no,unknown,3,jun,154,4,-1,0,unknown,no
508560,23,services,single,secondary,no,425,yes,no,unknown,3,jun,768,1,-1,0,unknown,yes
508561,40,blue-collar,married,primary,no,919,yes,no,unknown,3,jun,327,2,-1,0,unknown,no
508562,38,management,single,tertiary,no,1602,yes,no,unknown,3,jun,215,3,-1,0,unknown,no
508563,32,blue-collar,married,secondary,no,478,yes,no,unknown,3,jun,200,1,-1,0,unknown,no
508564,26,technician,married,tertiary,no,-488,yes,no,unknown,3,jun,320,1,-1,0,unknown,no
508565,25,management,married,primary,no,168,yes,no,unknown,3,jun,801,1,-1,0,unknown,yes
508566,31,entrepreneur,single,tertiary,no,0,no,no,unknown,3,jun,31,5,-1,0,unknown,no
508567,32,technician,single,secondary,no,258,no,no,unknown,3,jun,114,3,-1,0,unknown,no
508568,43,blue-collar,divorced,primary,no,25,yes,no,unknown,3,jun,236,7,-1,0,unknown,no
508569,39,entrepreneur,divorced,tertiary,no,208,yes,no,unknown,3,jun,201,2,-1,0,unknown,no
508570,36,blue-collar,married,secondary,no,-100,yes,no,unknown,3,jun,369,2,-1,0,unknown,no
508571,26,blue-collar,single,secondary,yes,-36,yes,no,unknown,3,jun,482,2,-1,0,unknown,yes
508572,44,services,married,secondary,no,-1621,yes,yes,unknown,3,jun,171,5,-1,0,unknown,no
508573,47,blue-collar,divorced,primary,no,126,yes,no,unknown,3,jun,2456,2,-1,0,unknown,yes
508574,40,blue-collar,married,primary,no,0,yes,no,unknown,3,jun,329,3,-1,0,unknown,no
508575,44,technician,married,secondary,no,8938,yes,no,unknown,3,jun,94,18,-1,0,unknown,no
508576,30,management,single,tertiary,no,7845,yes,no,unknown,3,jun,59,1,-1,0,unknown,no
508577,34,blue-collar,married,primary,no,765,yes,no,unknown,3,jun,111,7,-1,0,unknown,no
508578,37,services,married,secondary,no,1325,no,no,unknown,3,jun,72,3,-1,0,unknown,no
508579,30,management,married,tertiary,no,1476,yes,yes,unknown,3,jun,199,4,-1,0,unknown,no
508580,44,admin.,married,secondary,no,399,yes,yes,unknown,3,jun,271,2,-1,0,unknown,no
508581,31,management,single,tertiary,no,-24,yes,yes,unknown,3,jun,589,6,-1,0,unknown,no
508582,41,services,married,secondary,no,146,yes,yes,unknown,3,jun,199,1,-1,0,unknown,no
508583,35,blue-collar,single,secondary,no,0,yes,no,unknown,3,jun,113,3,-1,0,unknown,no
508584,38,blue-collar,married,primary,no,0,yes,no,unknown,3,jun,179,2,-1,0,unknown,no
508585,31,blue-collar,married,secondary,no,60,yes,no,unknown,3,jun,215,10,-1,0,unknown,no
508586,54,services,single,secondary,no,559,yes,yes,unknown,3,jun,242,6,-1,0,unknown,no
508587,35,technician,divorced,tertiary,no,692,yes,no,unknown,3,jun,129,1,-1,0,unknown,no
508588,49,admin.,married,secondary,no,0,yes,yes,unknown,3,jun,50,3,-1,0,unknown,no
508589,26,blue-collar,single,secondary,no,17891,yes,no,unknown,3,jun,239,1,-1,0,unknown,no
508590,28,blue-collar,married,primary,no,459,yes,yes,unknown,3,jun,178,1,-1,0,unknown,no
508591,32,management,single,tertiary,no,156,yes,no,unknown,3,jun,81,6,-1,0,unknown,no
508592,33,unemployed,single,unknown,no,170,yes,no,unknown,3,jun,327,1,-1,0,unknown,no
508593,27,blue-collar,single,secondary,no,6010,yes,no,unknown,3,jun,604,1,-1,0,unknown,no
508594,31,blue-collar,divorced,secondary,no,-306,no,no,unknown,3,jun,137,2,-1,0,unknown,no
508595,42,management,divorced,tertiary,no,461,yes,no,unknown,3,jun,72,1,-1,0,unknown,no
508596,39,admin.,single,secondary,no,1078,no,no,unknown,3,jun,199,3,-1,0,unknown,no
508597,34,management,married,tertiary,no,912,yes,no,unknown,3,jun,372,1,-1,0,unknown,no
508598,25,services,single,secondary,no,895,yes,no,unknown,3,jun,167,1,-1,0,unknown,no
508599,45,management,married,secondary,no,21,yes,no,unknown,3,jun,788,2,-1,0,unknown,no
508600,28,management,married,tertiary,no,3844,yes,no,unknown,3,jun,132,2,-1,0,unknown,no
508601,49,self-employed,married,secondary,no,0,yes,no,unknown,3,jun,51,9,-1,0,unknown,no
508602,48,blue-collar,married,secondary,no,-6,yes,no,unknown,3,jun,161,1,-1,0,unknown,no
508603,44,blue-collar,married,primary,no,1066,yes,no,unknown,3,jun,25,1,-1,0,unknown,no
508604,51,admin.,married,secondary,no,788,yes,no,unknown,3,jun,959,6,-1,0,unknown,no
508605,33,management,single,tertiary,no,0,no,no,unknown,3,jun,30,1,-1,0,unknown,no
508606,26,services,single,secondary,no,-224,yes,yes,unknown,3,jun,189,1,-1,0,unknown,no
508607,23,blue-collar,single,secondary,yes,-207,yes,no,unknown,3,jun,277,1,-1,0,unknown,no
508608,43,blue-collar,married,primary,no,0,yes,no,unknown,3,jun,215,3,-1,0,unknown,no
508609,38,admin.,divorced,secondary,no,4630,yes,no,unknown,3,jun,133,3,-1,0,unknown,no
508610,57,technician,divorced,secondary,no,910,yes,no,unknown,3,jun,183,2,-1,0,unknown,no
508611,40,management,single,tertiary,no,1845,yes,no,unknown,3,jun,134,3,-1,0,unknown,no
508612,41,blue-collar,divorced,primary,no,2195,yes,no,unknown,3,jun,211,5,-1,0,unknown,no
508613,43,blue-collar,married,unknown,no,705,yes,no,unknown,3,jun,80,4,-1,0,unknown,no
508614,39,management,married,tertiary,no,661,yes,no,unknown,3,jun,220,3,-1,0,unknown,no
508615,37,admin.,married,unknown,no,2236,yes,no,unknown,3,jun,495,2,-1,0,unknown,no
508616,27,admin.,single,secondary,no,295,yes,no,unknown,3,jun,148,13,-1,0,unknown,no
508617,30,blue-collar,married,secondary,yes,-18,no,no,unknown,3,jun,157,2,-1,0,unknown,no
508618,39,management,single,secondary,no,1623,yes,no,unknown,3,jun,348,2,-1,0,unknown,no
508619,34,blue-collar,single,primary,no,246,no,no,unknown,3,jun,81,5,-1,0,unknown,no
508620,28,technician,single,secondary,yes,-298,yes,no,unknown,3,jun,559,7,-1,0,unknown,no
508621,43,blue-collar,married,primary,no,3131,yes,no,unknown,3,jun,441,3,-1,0,unknown,no
508622,41,management,married,tertiary,no,437,yes,no,unknown,3,jun,14,21,-1,0,unknown,no
508623,38,management,married,tertiary,no,980,no,no,unknown,3,jun,662,5,-1,0,unknown,no
508624,31,blue-collar,married,primary,no,576,yes,yes,unknown,3,jun,230,3,-1,0,unknown,no
508625,34,admin.,single,secondary,no,1254,no,no,unknown,3,jun,87,3,-1,0,unknown,no
508626,61,retired,married,primary,no,296,yes,yes,unknown,3,jun,323,2,-1,0,unknown,no
508627,38,blue-collar,married,primary,no,2472,yes,no,unknown,3,jun,176,2,-1,0,unknown,no
508628,31,admin.,single,secondary,no,678,yes,no,unknown,3,jun,117,4,-1,0,unknown,no
508629,45,services,single,primary,no,1893,yes,no,unknown,3,jun,1259,6,-1,0,unknown,yes
508630,28,blue-collar,single,primary,no,0,yes,yes,unknown,3,jun,380,4,-1,0,unknown,no
508631,45,admin.,married,secondary,no,-547,yes,no,unknown,3,jun,214,2,-1,0,unknown,no
508632,39,blue-collar,married,primary,no,766,yes,no,unknown,3,jun,350,3,-1,0,unknown,no
508633,29,services,married,primary,no,711,yes,no,unknown,3,jun,136,4,-1,0,unknown,no
508634,26,technician,single,secondary,no,544,yes,yes,unknown,3,jun,56,5,-1,0,unknown,no
508635,36,management,married,tertiary,no,27359,yes,no,unknown,3,jun,71,2,-1,0,unknown,no
508636,54,admin.,married,primary,no,976,yes,no,unknown,3,jun,137,3,-1,0,unknown,no
508637,58,technician,married,unknown,no,-205,yes,no,unknown,3,jun,497,2,-1,0,unknown,no
508638,45,blue-collar,married,primary,no,194,yes,yes,unknown,3,jun,81,2,-1,0,unknown,no
508639,30,technician,single,tertiary,no,256,yes,no,unknown,3,jun,276,2,-1,0,unknown,no
508640,52,admin.,married,secondary,no,70,yes,no,unknown,3,jun,68,2,-1,0,unknown,no
508641,28,services,single,primary,no,302,no,no,unknown,3,jun,248,9,-1,0,unknown,no
508642,42,blue-collar,married,primary,no,1017,yes,no,unknown,3,jun,11,18,-1,0,unknown,no
508643,45,services,married,secondary,no,3638,yes,yes,unknown,3,jun,313,7,-1,0,unknown,no
508644,57,retired,married,primary,no,-171,yes,no,unknown,3,jun,397,2,-1,0,unknown,no
508645,52,unemployed,married,secondary,no,2251,yes,no,unknown,3,jun,58,9,-1,0,unknown,no
508646,39,management,married,tertiary,no,0,yes,no,unknown,3,jun,164,2,-1,0,unknown,no
